ranking,name,review_counts,url,phone,address,review_stars
,"            Shang Noodle House
        ",27,https://www.yelp.ca/biz/shang-noodle-house-new-westminster?search_key=63310,,"             350 Gifford St New Westminster ,  BC   V3M 7A3 
        ",3.5
,"            Po Kong Vegetarian Restaurant
        ",34,https://www.yelp.ca/biz/po-kong-vegetarian-restaurant-vancouver?search_key=74742,"        (604) 876-3088
    ","             1334 Kingsway Avenue Vancouver ,  BC   V5V 3E4 
        ",4.0
,"            Kyle’s Café
        ",16,https://www.yelp.ca/biz/kyles-caf%C3%A9-vancouver-2?search_key=74742,"        (604) 872-5885
    ","             2627 Commercial Drive Vancouver ,  BC   V5N 4C3 
        ",3.5
,"            New Sam PO Meat & BBQ
        ",15,https://www.yelp.ca/biz/new-sam-po-meat-and-bbq-vancouver?search_key=74742,"        (604) 879-1068
    ","             1382 Kingsway Vancouver ,  BC   V5V 3E4 
        ",4.5
,"            Cattle Cafe
        ",22,https://www.yelp.ca/biz/cattle-cafe-burnaby-5?search_key=74742,"        (604) 430-8686
    ","             4877 Kingsway Burnaby ,  BC   V5H 4T2 
        ",2.5
,"            Old Xian’s Food
        ",9,https://www.yelp.ca/biz/old-xians-food-vancouver?search_key=74742,"        (778) 379-5822
    ","             3510 Kingsway Vancouver ,  BC   V5R 5X4 
        ",3.5
,"            Lucky Plus Restaurant
        ",14,https://www.yelp.ca/biz/lucky-plus-restaurant-vancouver?search_key=74742,"        (604) 438-0033
    ","             3823 Rupert Street Vancouver ,  BC   V5R 2G7 
        ",3.5
,"            Fortune City Seafood Restaurant
        ",25,https://www.yelp.ca/biz/fortune-city-seafood-restaurant-vancouver?search_key=74742,"        (604) 255-0008
    ","             2800 E 1st Avenue Suite 302 Vancouver ,  BC   V5K 4X7 
        ",3.5
,"            Lucky Gate Chinese Restaurant
        ",25,https://www.yelp.ca/biz/lucky-gate-chinese-restaurant-coquitlam?search_key=74742,"        (604) 939-8630
    ","             1139 Austin Avenue Coquitlam ,  BC   V3K 3N7 
        ",3.5
,"            Shanghai City Restaurant
        ",,https://www.yelp.ca/biz/shanghai-city-restaurant-burnaby?search_key=74742,"        (604) 540-5551
    ","             7506 Edmonds St Burnaby ,  BC   V3N 1B4 
        ",
,"            Congee Noodle House
        ",220,https://www.yelp.ca/biz/congee-noodle-house-vancouver?search_key=74742,"        (604) 879-8221
    ","             141 E Broadway Vancouver ,  BC   V5T 1W1 
        ",3.5
,"            Cindys Palace
        ",50,https://www.yelp.ca/biz/cindys-palace-vancouver-2?search_key=50477,"        (604) 253-6183
    ","             1796 Nanaimo Street Vancouver ,  BC   V5M 1C4 
        ",3.5
,"            Wild Rice
        ",51,https://www.yelp.ca/biz/wild-rice-new-westminster?search_key=50477,"        (778) 397-0028
    ","             810 Quayside Drive Unit 122 New Westminster ,  BC   V3M 6B9 
        ",3.0
,"            Sun Bo Kong
        ",8,https://www.yelp.ca/biz/sun-bo-kong-vancouver?search_key=50477,"        (604) 255-8927
    ","             1363 Kingsway Vancouver ,  BC   V5V 3E3 
        ",4.5
,"            Kwong Chow Congee & Noodle House
        ",73,https://www.yelp.ca/biz/kwong-chow-congee-and-noodle-house-vancouver?search_key=50477,"        (604) 876-8520
    ","             3163 Main Street Vancouver ,  BC   V5T 3G8 
        ",3.5
,"            Super Chef Grill
        ",22,https://www.yelp.ca/biz/super-chef-grill-vancouver?search_key=50477,"        (604) 828-2083
    ","             280 Robson Street Vancouver ,  BC   V6B 0E7 
        ",4.5
,"            Golden Oscar Cafe & Restaurants
        ",36,https://www.yelp.ca/biz/golden-oscar-cafe-and-restaurants-vancouver?search_key=50477,"        (604) 437-8138
    ","             3868 Rupert St Vancouver ,  BC   V5R 6E4 
        ",3.0
,"            New Town Bakery & Restaurant
        ",141,https://www.yelp.ca/biz/new-town-bakery-and-restaurant-vancouver-2?search_key=50477,"        (604) 681-1828
    ","             148 Pender Street E Vancouver ,  BC   V6A 2V2 
        ",3.5
,"            Jujube Chinese Restaurant
        ",6,https://www.yelp.ca/biz/jujube-chinese-restaurant-coquitlam?search_key=50477,"        (604) 931-5255
    ","             501B North Road Coquitlam ,  BC   V3J 1N7 
        ",4.0
,"            Landmark Hotpot House
        ",69,https://www.yelp.ca/biz/landmark-hotpot-house-vancouver?search_key=50477,"        (604) 872-2868
    ","             4023 Cambie Street Vancouver ,  BC   V5Z 2X9 
        ",4.0
,"            Golden Swan Restaurant
        ",76,https://www.yelp.ca/biz/golden-swan-restaurant-vancouver?search_key=50477,"        (604) 321-6621
    ","             5380 Victoria Drive Vancouver ,  BC   V5P 3V7 
        ",3.5
,"            Ba Hu Szechuan Food
        ",,https://www.yelp.ca/biz/ba-hu-szechuan-food-burnaby?search_key=84957,"        (604) 430-3338
    ","             4500 Kingsway Burnaby ,  BC   V5H 2A9 
        ",
,"            On May Chinese Restaurant
        ",4,https://www.yelp.ca/biz/on-may-chinese-restaurant-vancouver?search_key=84957,"        (604) 321-0811
    ","             6443 Victoria Dr Vancouver ,  BC   V5P 3X5 
        ",4.0
,"            Victory Seafood Restaurant
        ",51,https://www.yelp.ca/biz/victory-seafood-restaurant-burnaby?search_key=84957,"        (604) 456-0383
    ","             4500 Kingsway Suite 2216 Burnaby ,  BC   V5H 2A9 
        ",1.5
,"            Dai Tung Chinese Restaurant
        ",83,https://www.yelp.ca/biz/dai-tung-chinese-restaurant-vancouver?search_key=84957,"        (604) 872-2268
    ","             1050 Kingsway Vancouver ,  BC   V5V 3C6 
        ",3.0
,"            Good Choice Restaurant
        ",30,https://www.yelp.ca/biz/good-choice-restaurant-vancouver?search_key=84957,"        (604) 325-9788
    ","             6007 Fraser St Vancouver ,  BC   V5W 2Z8 
        ",3.5
,"            Goldstone Bakery And Restaurant
        ",48,https://www.yelp.ca/biz/goldstone-bakery-and-restaurant-vancouver?search_key=84957,"        (604) 688-9328
    ","             139 Keefer Street Suite B Vancouver ,  BC   V6A 
        ",4.0
,"            Crystal Hunan Cuisine
        ",,https://www.yelp.ca/biz/crystal-hunan-cuisine-burnaby?search_key=84957,"        (604) 437-0828
    ","             4539 Kingsway Burnaby ,  BC   V5H 
        ",
,"            Sun King Dim Sum
        ",,https://www.yelp.ca/biz/sun-king-dim-sum-burnaby?search_key=46152,"        (604) 298-1898
    ","             1020 Gilmore Avenue Burnaby ,  BC   V5C 4S5 
        ",
,"            Prince Seafood Restaurant
        ",49,https://www.yelp.ca/biz/prince-seafood-restaurant-vancouver?search_key=84957,"        (604) 430-6808
    ","             2881 Grandview Highway Vancouver ,  BC   V5M 2E1 
        ",3.0
,"            Kent’s Kitchen
        ",30,https://www.yelp.ca/biz/kents-kitchen-vancouver?search_key=84957,"        (604) 321-8666
    ","             5659 Victoria Drive Vancouver ,  BC   V5P 3W2 
        ",3.5
,"            Yu Kee BBQ Kitchen
        ",15,https://www.yelp.ca/biz/yu-kee-bbq-kitchen-vancouver-2?search_key=84957,"        (604) 438-8999
    ","             2609 E 49th Ave Vancouver ,  BC   V5S 1J9 
        ",3.5
,"            Shang Cha Hong Yunnan Rice Noodle Hut
        ",3,https://www.yelp.ca/biz/shang-cha-hong-yunnan-rice-noodle-hut-burnaby?search_key=46152,"        (778) 896-3889
    ","             2133-4500 Kingsway Burnaby ,  BC   V5H 2B1 
        ",3.0
,"            Pelican Seafood Restaurant
        ",53,https://www.yelp.ca/biz/pelican-seafood-restaurant-vancouver?search_key=46152,"        (604) 251-3395
    ","             1895 Hastings Street E Vancouver ,  BC   V5L 1T3 
        ",3.0
,"            Phoenix Garden Seafood
        ",20,https://www.yelp.ca/biz/phoenix-garden-seafood-vancouver?search_key=46152,"        (604) 568-8268
    ","             2425 Nanaimo Street Vancouver ,  BC   V5N 5E5 
        ",3.0
,"            Newen Cafe
        ",4,https://www.yelp.ca/biz/newen-cafe-new-westminster?search_key=46152,"        (604) 515-8922
    ","             538 Ewen Avenue New Westminster ,  BC   V3M 
        ",4.0
,"            Jasmine Cafe Chinese Restaurant
        ",9,https://www.yelp.ca/biz/jasmine-cafe-chinese-restaurant-coquitlam?search_key=46152,"        (604) 492-0150
    ","             1001B Austin Avenue Coquitlam ,  BC   V3K 3N9 
        ",3.5
,"            Kirin Seafood Restaurant
        ",205,https://www.yelp.ca/biz/kirin-seafood-restaurant-vancouver?search_key=46152,"        (604) 879-8038
    ","             555 W 12th Avenue Vancouver ,  BC   V5Z 3X7 
        ",3.5
,"            Lulu Cafe
        ",6,https://www.yelp.ca/biz/lulu-cafe-coquitlam?search_key=46152,"        (604) 931-5255
    ","             501B N Road Coquitlam ,  BC   V3J 1N7 
        ",3.5
,"            Lucky Dragon Palace Restaurant
        ",3,https://www.yelp.ca/biz/lucky-dragon-palace-restaurant-vancouver?search_key=46152,"        (604) 325-0783
    ","             5822 Victoria Drive Vancouver ,  BC   V5P 3W5 
        ",4.0
,"            Top Cantonese Cuisine Restaurant
        ",37,https://www.yelp.ca/biz/top-cantonese-cuisine-restaurant-vancouver?search_key=46152,"        (604) 436-1623
    ","             2752 Kingsway Vancouver ,  BC   V5R 5H5 
        ",3.0
,"            Inn Noodle House
        ",8,https://www.yelp.ca/biz/inn-noodle-house-new-westminster?search_key=47503,,"             100-892 Carnavron Street New Westminster ,  BC   V3M 6R5 
        ",3.0
,"            Jade Garden Kitchen
        ",28,https://www.yelp.ca/biz/jade-garden-kitchen-north-vancouver?search_key=47503,"        (604) 980-9139
    ","             1195 Marine Drive North Vancouver ,  BC   V7P 1T3 
        ",4.0
,"            Spicy Ginger Kitchen
        ",4,https://www.yelp.ca/biz/spicy-ginger-kitchen-north-vancouver?search_key=47503,"        (604) 929-0300
    ","             1022 Deep Cove Road North Vancouver ,  BC   V7G 1S3 
        ",3.5
,"            Private Home Chinese Cuisine
        ",1,https://www.yelp.ca/biz/private-home-chinese-cuisine-burnaby-3?search_key=47503,"        (604) 525-1666
    ","             7090 Kingsway Burnaby ,  BC   V5E 1E7 
        ",1.0
,"            Hopewell Chinese Kitchen
        ",6,https://www.yelp.ca/biz/hopewell-chinese-kitchen-vancouver?search_key=47503,"        (604) 251-3386
    ","             2800 1st Avenue E Vancouver ,  BC   V5M 4P4 
        ",3.5
,"            Dinesty Dumpling House
        ",201,https://www.yelp.ca/biz/dinesty-dumpling-house-vancouver?search_key=47503,"        (604) 669-7769
    ","             1719 Robson Street Vancouver ,  BC   V6G 1C8 
        ",4.0
,"            Best Dim Sum Co
        ",4,https://www.yelp.ca/biz/best-dim-sum-co-vancouver?search_key=47503,"        (604) 677-5031
    ","             2800 1st Avenue E Suite 217 Vancouver ,  BC   V5M 4P1 
        ",3.5
,"            Golden Harvest Seafood
        ",30,https://www.yelp.ca/biz/golden-harvest-seafood-vancouver?search_key=47503,"        (604) 321-4448
    ","             4818 Main Street Vancouver ,  BC   V5V 3R8 
        ",3.5
,"            Gold Penny Restaurant
        ",24,https://www.yelp.ca/biz/gold-penny-restaurant-vancouver?search_key=47503,"        (604) 258-4128
    ","             2060 Hastings Street E Vancouver ,  BC   V5L 1T8 
        ",3.0
,"            Taste Good Wonton Seafood Restaurant
        ",30,https://www.yelp.ca/biz/taste-good-wonton-seafood-restaurant-vancouver?search_key=47503,"        (604) 323-1318
    ","             610 SE Marine Drive Vancouver ,  BC   V5X 2T4 
        ",3.0
,"            Continental Seafood Restaurant
        ",73,https://www.yelp.ca/biz/continental-seafood-restaurant-richmond?search_key=80135,"        (604) 278-6331
    ","             11700 Cambie Rd Richmond ,  BC   V6X 1L5 
        ",3.5
,"            Come Along Seafood Restaurant
        ",37,https://www.yelp.ca/biz/come-along-seafood-restaurant-vancouver?search_key=80135,"        (604) 439-1318
    ","             2550 Kingsway Vancouver ,  BC   V5R 5H2 
        ",3.5
,"            Koon Bo Restaurant
        ",34,https://www.yelp.ca/biz/koon-bo-restaurant-vancouver?search_key=80135,"        (604) 323-1218
    ","             5682 Fraser Street Vancouver ,  BC   V5W 2Z4 
        ",3.0
,"            Shoom Restaurant
        ",22,https://www.yelp.ca/biz/shoom-restaurant-vancouver?search_key=80135,"        (604) 568-7797
    ","             6555 Fraser Street Vancouver ,  BC   V5X 3T4 
        ",3.0
,"            Flamingo Chinese Restaurant
        ",5,https://www.yelp.ca/biz/flamingo-chinese-restaurant-vancouver-4?search_key=80135,"        (604) 325-4511
    ","             1652 SE Marine Drive Vancouver ,  BC   V5P 2R6 
        ",4.0
,"            Shaolin Noodle House
        ",171,https://www.yelp.ca/biz/shaolin-noodle-house-vancouver-2?search_key=80135,"        (604) 873-1618
    ","             656 W Broadway Vancouver ,  BC   V5Z 1G1 
        ",3.5
,"            Hee Rae Deung
        ",15,https://www.yelp.ca/biz/hee-rae-deung-coquitlam?search_key=80135,"        (604) 939-0649
    ","             435 North Road Suite 24 Coquitlam ,  BC   V3K 3V9 
        ",3.5
,"            Bambudda
        ",89,https://www.yelp.ca/biz/bambudda-vancouver?search_key=80135,"        (604) 428-0301
    ","             99 Powell Street Vancouver ,  BC   V6A 1E9 
        ",3.5
,"            Blue China
        ",7,https://www.yelp.ca/biz/blue-china-port-moody?search_key=80135,"        (778) 355-1470
    ","             Unit 1 2810 St.Johns Street Port Moody ,  BC   V3H 2C1 
        ",4.0
,"            Pink Pearl Chinese Seafood Restaurant
        ",57,https://www.yelp.ca/biz/pink-pearl-chinese-seafood-restaurant-vancouver?search_key=80135,"        (604) 253-4316
    ","             1132 Hastings Street E Vancouver ,  BC   V6A 1S2 
        ",3.0
,"            Honolulu Cafe
        ",76,https://www.yelp.ca/biz/honolulu-cafe-vancouver?search_key=50199,"        (604) 438-8632
    ","             3340 Kingsway Vancouver ,  BC   V5R 5L1 
        ",2.5
,"            Happy Family
        ",16,https://www.yelp.ca/biz/happy-family-vancouver-2?search_key=50199,"        (604) 677-8286
    ","             2178 Kingsway Vancouver ,  BC   V5N 2T5 
        ",2.5
,"            Ken’s Chinese Restaurant
        ",35,https://www.yelp.ca/biz/kens-chinese-restaurant-vancouver?search_key=50199,"        (604) 873-6338
    ","             1097 Kingsway Vancouver ,  BC   V5V 
        ",3.0
,"            Shanghai River
        ",394,https://www.yelp.ca/biz/shanghai-river-richmond?search_key=50199,"        (604) 233-8885
    ","             7831 Westminster Highway Richmond ,  BC   V6X 4J4 
        ",4.0
,"            Lougheed Wonton
        ",10,https://www.yelp.ca/biz/lougheed-wonton-port-moody?search_key=50199,"        (604) 421-9191
    ","             2408 St. Johns St Port Moody ,  BC   V3H 2B2 
        ",3.5
,"            Shanghai Imperial Cuisine
        ",10,https://www.yelp.ca/biz/shanghai-imperial-cuisine-vancouver?search_key=50199,"        (604) 336-6238
    ","             8329 Oak Street Vancouver ,  BC   V6P 4A9 
        ",4.5
,"            54th Ave Cafe Restaurant
        ",22,https://www.yelp.ca/biz/54th-ave-cafe-restaurant-vancouver?search_key=50199,"        (604) 432-6099
    ","             7088 Kerr St Vancouver ,  BC   V5S 4W2 
        ",2.5
,"            King’s Choice Chinese Takeout Chain
        ",,https://www.yelp.ca/biz/kings-choice-chinese-takeout-chain-burnaby?search_key=50199,"        (604) 438-8885
    ","             7715 Royal Oak Ave Burnaby ,  BC   V5J 4K2 
        ",
,"            Yao Sun Loong Kong Chicken
        ",2,https://www.yelp.ca/biz/yao-sun-loong-kong-chicken-vancouver?search_key=88732,"        (604) 215-9932
    ","             2800 1st Ave E Vancouver ,  BC   V5M 4P1 
        ",4.0
,"            Golden Pearl Restaurant
        ",14,https://www.yelp.ca/biz/golden-pearl-restaurant-north-vancouver?search_key=50199,"        (604) 986-3733
    ","             333 Brooksbank Avenue Suite 128 North Vancouver ,  BC   V7J 3S8 
        ",3.5
,"            Toko Foods
        ",29,https://www.yelp.ca/biz/toko-foods-vancouver?search_key=50199,"        (604) 879-0701
    ","             223 W 7th Avenue Vancouver ,  BC   V5Y 1L9 
        ",4.0
,"            Café Gloucester
        ",86,https://www.yelp.ca/biz/caf%C3%A9-gloucester-vancouver-2?search_key=88732,"        (604) 873-3338
    ","             3338 Cambie Street Vancouver ,  BC   V5Z 2W5 
        ",3.5
,"            On Lok
        ",43,https://www.yelp.ca/biz/on-lok-vancouver?search_key=88732,"        (604) 253-3856
    ","             2010 Hastings Street E Vancouver ,  BC   V5L 1T8 
        ",3.0
,"            Congee Noodle Delight
        ",17,https://www.yelp.ca/biz/congee-noodle-delight-vancouver?search_key=88732,"        (604) 336-3311
    ","             International Village Mall 1021 88 W Pender Street Vancouver ,  BC   V6B 6N9 
        ",3.5
,"            Hakka Masti
        ",13,https://www.yelp.ca/biz/hakka-masti-delta?search_key=88732,"        (778) 218-1907
    ","             8851 120th Street Delta ,  BC   V4C 6R6 
        ",4.5
,"            Duotian Fish Soup Noodles Restaurant
        ",35,https://www.yelp.ca/biz/duotian-fish-soup-noodles-restaurant-vancouver?search_key=88732,"        (604) 566-9612
    ","             2800 E 1st Avenue Suite 212 Vancouver ,  BC   V5M 4N9 
        ",3.0
,"            Kongee Dinesty
        ",35,https://www.yelp.ca/biz/kongee-dinesty-richmond?search_key=88732,"        (604) 278-0077
    ","             150-9020 Capstan Way Richmond ,  BC   V6X 3V9 
        ",4.0
,"            Mui Garden Restaurant
        ",29,https://www.yelp.ca/biz/mui-garden-restaurant-vancouver-2?search_key=88732,"        (604) 324-3665
    ","             5797 Victoria Dr Vancouver ,  BC   V5P 3W5 
        ",3.0
,"            Chong’s Restaurant
        ",9,https://www.yelp.ca/biz/chongs-restaurant-vancouver?search_key=88732,"        (604) 431-0998
    ","             2532 Kingsway Vancouver ,  BC   V5R 5H2 
        ",3.0
,"            Sweet Mandarin
        ",18,https://www.yelp.ca/biz/sweet-mandarin-vancouver?search_key=88732,"        (604) 488-0399
    ","             630 Davie Street Vancouver ,  BC   V6B 2G5 
        ",4.0
,"            Dynasty Seafood Restaurant
        ",79,https://www.yelp.ca/biz/dynasty-seafood-restaurant-vancouver?search_key=24672,"        (604) 876-8388
    ","             777 W Broadway Ste 108 Vancouver ,  BC   V5Z 4J7 
        ",3.5
,"            Next Noodle Bar
        ",96,https://www.yelp.ca/biz/next-noodle-bar-vancouver?search_key=24672,"        (604) 681-6398
    ","             560 Robson Street Vancouver ,  BC   V6B 2B7 
        ",3.5
,"            Wah Wing Restaurant
        ",43,https://www.yelp.ca/biz/wah-wing-restaurant-port-coquitlam?search_key=24672,"        (604) 945-3333
    ","             2748 Lougheed Highway Port Coquitlam ,  BC   V3B 6P2 
        ",3.5
,"            Dollar Meat Store
        ",7,https://www.yelp.ca/biz/dollar-meat-store-vancouver?search_key=24672,"        (604) 681-1052
    ","             266 Pender Street E Vancouver ,  BC   V6A 1T7 
        ",4.5
,"            Lin Chinese Cuisine And Tea House
        ",168,https://www.yelp.ca/biz/lin-chinese-cuisine-and-tea-house-vancouver?search_key=24672,"        (604) 733-9696
    ","             1537 W Broadway Vancouver ,  BC   V6J 1W6 
        ",3.5
,"            Maxim’s Restaurant
        ",12,https://www.yelp.ca/biz/maxims-restaurant-vancouver?search_key=24672,"        (604) 687-0949
    ","             257 Keefer St Vancouver ,  BC   V6A 1X6 
        ",4.0
,"            Sichuan Peppercorns
        ",3,https://www.yelp.ca/biz/sichuan-peppercorns-vancouver?search_key=24672,"        (604) 620-8855
    ","             950 W Broadway Suite 202 Vancouver ,  BC   V5Z 1K7 
        ",4.5
,"            Manlijangsung
        ",7,https://www.yelp.ca/biz/manlijangsung-surrey?search_key=24672,"        (604) 588-6100
    ","             13648 105a Avenue Surrey ,  BC   V3T 2X3 
        ",4.0
,"            Kam Wai Dim Sum
        ",27,https://www.yelp.ca/biz/kam-wai-dim-sum-vancouver?search_key=24672,"        (604) 683-2333
    ","             249 E Pender Street Vancouver ,  BC   V6A 1T7 
        ",3.5
,"            Wen Xin Chinese Restaurant
        ",1,https://www.yelp.ca/biz/wen-xin-chinese-restaurant-burnaby?search_key=69532,"        (778) 737-8898
    ","             5240 Rumble Street Burnaby ,  BC   V5J 2B7 
        ",3.0
,"            Red Chilli Szechuan Restaurant
        ",35,https://www.yelp.ca/biz/red-chilli-szechuan-restaurant-north-vancouver?search_key=24672,"        (604) 986-2088
    ","             741 Lonsdale Avenue North Vancouver ,  BC   V7M 2G9 
        ",3.5
,"            King’s Chinese Cuisine
        ",24,https://www.yelp.ca/biz/kings-chinese-cuisine-vancouver?search_key=69532,"        (604) 872-2632
    ","             4488 Main Street Vancouver ,  BC   V5V 3R3 
        ",3.0
,"            Grand River Seafood Restaurant
        ",2,https://www.yelp.ca/biz/grand-river-seafood-restaurant-coquitlam?search_key=69532,"        (604) 526-1336
    ","             100 Schoolhouse Street Suite 112 Coquitlam ,  BC   V3K 6V9 
        ",3.5
,"            Parker Place Meat & B.B.Q
        ",81,https://www.yelp.ca/biz/parker-place-meat-and-b-b-q-richmond?search_key=69532,"        (604) 233-1138
    ","             1020 - 4380 No 3 Rd Richmond ,  BC   V6X 3V7 
        ",4.5
,"            New Sun Restaurant
        ",15,https://www.yelp.ca/biz/new-sun-restaurant-vancouver?search_key=69532,"        (604) 876-1277
    ","             2925 Cambie Street Vancouver ,  BC   V5Z 2V7 
        ",3.5
,"            Peaceful Restaurant
        ",67,https://www.yelp.ca/biz/peaceful-restaurant-vancouver-4?search_key=69532,"        (604) 559-9511
    ","             43 E 5th Avenue Vancouver ,  BC   V5T 1J6 
        ",2.5
,"            Kung Fu Chef
        ",17,https://www.yelp.ca/biz/kung-fu-chef-surrey?search_key=69532,"        (778) 590-8399
    ","             8080 120 Street Suite 130 Surrey ,  BC   V3W 3N3 
        ",4.0
,"            Fraser Court Seafood Restaurant
        ",44,https://www.yelp.ca/biz/fraser-court-seafood-restaurant-vancouver?search_key=69532,"        (604) 568-1288
    ","             3489 Fraser Street Vancouver ,  BC   V5V 4C3 
        ",3.0
,"            Sunny Spot Cafe
        ",42,https://www.yelp.ca/biz/sunny-spot-cafe-vancouver?search_key=69532,"        (604) 872-1816
    ","             2543 Main Street Vancouver ,  BC   V5T 3E5 
        ",3.0
,"            Sandy La Seafood Restaurant
        ",22,https://www.yelp.ca/biz/sandy-la-seafood-restaurant-vancouver?search_key=69532,,"             5257 Victoria Drive Vancouver ,  BC   V5P 
        ",2.5
,"            Joyce Jiaozi
        ",12,https://www.yelp.ca/biz/joyce-jiaozi-vancouver?search_key=58752,"        (604) 436-5678
    ","             5171 Joyce St Vancouver ,  BC   V5R 4G8 
        ",3.5
,"            Corner 23
        ",83,https://www.yelp.ca/biz/corner-23-vancouver?search_key=58752,"        (604) 879-8815
    ","             4008 Cambie Street Vancouver ,  BC   V5Z 2X8 
        ",3.0
,"            Wo’s Chinese
        ",12,https://www.yelp.ca/biz/wos-chinese-vancouver?search_key=58752,"        (604) 323-8093
    ","             8166 Main Street Vancouver ,  BC   V5X 
        ",3.0
,"            Van Dragon Chinese Restaurant
        ",13,https://www.yelp.ca/biz/van-dragon-chinese-restaurant-vancouver?search_key=58752,"        (604) 255-0680
    ","             2163 E Hastings Street Vancouver ,  BC   V5L 1V2 
        ",3.0
,"            Fatty Cow Seafood Hot Pot
        ",62,https://www.yelp.ca/biz/fatty-cow-seafood-hot-pot-vancouver?search_key=58752,"        (604) 568-6630
    ","             5108 Victoria Drive Vancouver ,  BC   V5P 3V2 
        ",3.0
,"            China Express (Fast Food)
        ",,https://www.yelp.ca/biz/china-express-fast-food-burnaby?search_key=58752,"        (604) 299-0071
    ","             4124 Hastings Street Burnaby ,  BC   V5C 2J4 
        ",
,"            Fortune Garden Restaurant
        ",37,https://www.yelp.ca/biz/fortune-garden-restaurant-vancouver?search_key=58752,"        (604) 736-6868
    ","             1475 W Broadway Vancouver ,  BC   V6H 1H6 
        ",3.5
,"            Spicy Beauty Restaurant
        ",6,https://www.yelp.ca/biz/spicy-beauty-restaurant-vancouver?search_key=58752,"        (604) 559-6611
    ","             1707 Kingsway Vancouver ,  BC   V5N 3Z8 
        ",3.5
,"            Chands
        ",4,https://www.yelp.ca/biz/chands-delta-2?search_key=18622,"        (604) 951-8488
    ","             9381 120 Street Delta ,  BC   V4C 6R9 
        ",4.5
,"            Wuhan Spicy Duck
        ",1,https://www.yelp.ca/biz/wuhan-spicy-duck-burnaby?search_key=58752,"        (778) 379-4686
    ","             4560 Kingsway Burnaby ,  BC   V5H 2B1 
        ",5.0
,"            HK BBQ Master
        ",166,https://www.yelp.ca/biz/hk-bbq-master-richmond?search_key=58752,"        (604) 272-6568
    ","             4651 No 3 Road Suite 145 Richmond ,  BC   V6X 2C4 
        ",4.0
,"            Happy Mom’s Cafe
        ",9,https://www.yelp.ca/biz/happy-moms-cafe-new-westminster?search_key=18622,,"             821 12th Street New Westminster ,  BC   V3M 4K2 
        ",3.0
,"            Li’s China Grill
        ",14,https://www.yelp.ca/biz/lis-china-grill-vancouver?search_key=18622,,"             3377 Kingsway Vancouver ,  BC   V5R 5K6 
        ",2.0
,"            Benss Cafe
        ",10,https://www.yelp.ca/biz/benss-cafe-vancouver?search_key=18622,"        (604) 558-3839
    ","             5628 Victoria Dr Vancouver ,  BC   V5P 3W2 
        ",3.0
,"            Golden House Seafood Restaurant
        ",6,https://www.yelp.ca/biz/golden-house-seafood-restaurant-vancouver?search_key=18622,"        (604) 321-3866
    ","             6520 Fraser Street Vancouver ,  BC   V5X 3T3 
        ",4.0
,"            Shanghai Morning Restaurant
        ",65,https://www.yelp.ca/biz/shanghai-morning-restaurant-richmond?search_key=18622,"        (778) 297-6098
    ","             8291 Alexandra Road Suite 125 Richmond ,  BC   V6X 1C3 
        ",4.0
,"            Lotus Chinese Restaurant
        ",9,https://www.yelp.ca/biz/lotus-chinese-restaurant-delta?search_key=18622,"        (778) 593-7366
    ","             8939 120 Street Delta ,  BC   V4C 6R6 
        ",3.5
,"            R & H Chinese Food
        ",50,https://www.yelp.ca/biz/r-and-h-chinese-food-richmond?search_key=18622,"        (778) 297-5668
    ","             5300 No 3 Road Richmond ,  BC   V6X 2X9 
        ",4.0
,"            Bubble 88
        ",35,https://www.yelp.ca/biz/bubble-88-surrey?search_key=61574,"        (778) 395-8899
    ","             10211 King George Boulevard Surrey ,  BC   V3T 2W6 
        ",3.5
,"            Wonderful Szechuan Restaurant
        ",21,https://www.yelp.ca/biz/wonderful-szechuan-restaurant-n-vancouver?search_key=18622,"        (604) 988-9927
    ","             1238 Ross Road N Vancouver ,  BC   V7K 1C7 
        ",3.5
,"            Deer Garden Signatures
        ",129,https://www.yelp.ca/biz/deer-garden-signatures-richmond?search_key=18622,"        (604) 278-9229
    ","             8580 Alexandra Road Suite 2015 Richmond ,  BC   V6X 1C3 
        ",3.5
,"            The Roc Seafood Restaurant
        ",13,https://www.yelp.ca/biz/the-roc-seafood-restaurant-vancouver-5?search_key=61574,"        (604) 568-0338
    ","             5688 Main Street Vancouver ,  BC   V5W 2S7 
        ",3.0
,"            Lim Kee
        ",10,https://www.yelp.ca/biz/lim-kee-vancouver?search_key=61574,"        (604) 321-8006
    ","             6943 Victoria Drive Vancouver ,  BC   V5P 3Y8 
        ",3.0
,"            Always Seafood Restaurant
        ",9,https://www.yelp.ca/biz/always-seafood-restaurant-vancouver?search_key=61574,"        (604) 876-6110
    ","             4298 Main Street Vancouver ,  BC   V5V 3P9 
        ",3.0
,"            Hon’s Wun-Tun House
        ",195,https://www.yelp.ca/biz/hons-wun-tun-house-vancouver-2?search_key=61574,"        (604) 685-0871
    ","             1339 Robson Street Vancouver ,  BC   V6E 1C6 
        ",3.5
,"            Szechuan Chili
        ",18,https://www.yelp.ca/biz/szechuan-chili-vancouver?search_key=61574,"        (604) 874-3737
    ","             804 6th Ave W Vancouver ,  BC   V5Z 1A6 
        ",3.0
